matchDate,matchTime,timeScored,facilityNo,playerID,teamName
2025-10-05,13:00:00,02:27:00,10,P0160,Team19
2024-01-09,14:00:00,02:30:00,3,P0175,Team10
2024-01-09,14:00:00,02:17:00,3,P0216,Team10
2024-08-16,15:00:00,01:13:00,7,P0082,Team11
2024-12-21,16:00:00,02:03:00,22,P0263,Team16
2024-12-21,16:00:00,01:54:00,22,P0263,Team16
2024-12-21,16:00:00,01:17:00,22,P0035,Team16
2024-12-21,16:00:00,01:42:00,22,P0274,Team2
2024-12-21,16:00:00,02:55:00,22,P0300,Team2
2024-12-21,16:00:00,02:27:00,22,P0083,Team2
2023-12-09,17:00:00,01:18:00,8,P0080,Team12
2023-12-09,17:00:00,01:16:00,8,P0181,Team12
2023-12-09,17:00:00,01:23:00,8,P0256,Team12
2023-12-09,17:00:00,02:57:00,8,P0141,Team22
2023-12-09,17:00:00,01:49:00,8,P0277,Team22
2023-12-09,17:00:00,01:10:00,8,P0141,Team22
2021-10-29,10:00:00,01:27:00,11,P0014,Team24
2021-10-29,10:00:00,02:31:00,11,P0298,Team1
2023-03-08,11:00:00,01:04:00,5,P0201,Team23
2023-03-08,11:00:00,01:52:00,5,P0012,Team23
2023-03-08,11:00:00,02:29:00,5,P0078,Team23
2023-03-08,11:00:00,02:03:00,5,P0309,Team18
2023-03-08,11:00:00,02:22:00,5,P0116,Team18
2023-03-08,11:00:00,02:44:00,5,P0116,Team18
2023-03-08,11:00:00,02:56:00,5,P0063,Team18
2023-03-08,11:00:00,01:45:00,5,P0096,Team18
2022-06-21,12:00:00,02:27:00,21,P0060,Team14
2022-06-21,12:00:00,02:51:00,21,P0314,Team14
2022-06-21,12:00:00,01:16:00,21,P0303,Team14
2022-06-21,12:00:00,02:06:00,21,P0070,Team14
2022-06-21,12:00:00,02:20:00,21,P0278,Team14
2024-11-17,13:00:00,01:43:00,16,P0101,Team2
2024-11-17,13:00:00,02:08:00,16,P0195,Team2
2024-11-17,13:00:00,02:21:00,16,P0300,Team2
2024-11-17,13:00:00,02:09:00,16,P0300,Team2
2025-07-21,14:00:00,01:26:00,24,P0227,Team9
2025-07-21,14:00:00,02:07:00,24,P0224,Team9
2021-12-01,15:00:00,01:05:00,19,P0303,Team14
2021-12-01,15:00:00,01:46:00,19,P0147,Team14
2021-12-01,15:00:00,02:07:00,19,P0057,Team14
2021-12-01,15:00:00,02:04:00,19,P0290,Team25
2021-12-01,15:00:00,02:48:00,19,P0038,Team25
2021-08-12,16:00:00,01:56:00,27,P0198,Team10
2021-08-12,16:00:00,01:51:00,27,P0030,Team10
2021-08-12,16:00:00,01:31:00,27,P0042,Team10
2021-08-12,16:00:00,02:38:00,27,P0193,Team10
2021-08-12,16:00:00,01:47:00,27,P0326,Team13
2021-08-12,16:00:00,02:17:00,27,P0284,Team13
2021-08-12,16:00:00,01:23:00,27,P0122,Team13
2021-08-12,16:00:00,01:36:00,27,P0084,Team13
2021-01-13,17:00:00,01:20:00,21,P0063,Team18
2021-01-13,17:00:00,01:42:00,21,P0212,Team18
2021-01-13,17:00:00,02:59:00,21,P0260,Team18
2021-01-13,17:00:00,01:28:00,21,P0218,Team18
2021-01-13,17:00:00,02:52:00,21,P0128,Team8
2021-01-13,17:00:00,01:19:00,21,P0304,Team8
2021-01-13,17:00:00,02:34:00,21,P0094,Team8
2021-01-13,17:00:00,01:44:00,21,P0173,Team8
2023-10-28,10:00:00,02:46:00,34,P0231,Team22
2023-10-28,10:00:00,01:41:00,34,P0123,Team3
2024-07-06,11:00:00,02:20:00,8,P0331,Team9
2024-07-06,11:00:00,01:27:00,8,P0331,Team9
2024-07-06,11:00:00,02:18:00,8,P0127,Team7
2022-06-03,12:00:00,02:60:00,20,P0058,Team21
2022-06-03,12:00:00,02:51:00,20,P0230,Team3
2022-06-03,12:00:00,02:58:00,20,P0046,Team3
2022-06-03,12:00:00,01:22:00,20,P0046,Team3
2022-06-03,12:00:00,02:10:00,20,P0196,Team3
2022-06-03,12:00:00,02:24:00,20,P0219,Team3
2021-08-22,13:00:00,02:14:00,36,P0245,Team1
2021-08-22,13:00:00,01:20:00,36,P0239,Team1
2021-08-22,13:00:00,02:21:00,36,P0298,Team1
2021-08-22,13:00:00,01:02:00,36,P0245,Team1
2021-08-22,13:00:00,01:33:00,36,P0332,Team1
2021-08-22,13:00:00,01:24:00,36,P0081,Team5
2021-08-22,13:00:00,02:43:00,36,P0130,Team5
2021-08-22,13:00:00,02:52:00,36,P0259,Team5
2021-08-22,13:00:00,02:36:00,36,P0266,Team5
2023-01-12,14:00:00,02:35:00,35,P0085,Team21
2023-01-12,14:00:00,02:20:00,35,P0102,Team5
2023-01-12,14:00:00,01:38:00,35,P0283,Team5
2023-01-12,14:00:00,01:44:00,35,P0021,Team5
2023-01-12,14:00:00,02:39:00,35,P0179,Team5
2023-01-12,14:00:00,01:57:00,35,P0259,Team5
2022-09-28,15:00:00,02:59:00,16,P0069,Team12
2022-09-28,15:00:00,01:52:00,16,P0181,Team12
2022-09-28,15:00:00,02:23:00,16,P0059,Team17
2022-09-28,15:00:00,02:42:00,16,P0108,Team17
2022-11-13,16:00:00,02:51:00,2,P0277,Team22
2022-11-13,16:00:00,02:23:00,2,P0281,Team22
2022-11-13,16:00:00,01:13:00,2,P0131,Team22
2023-10-12,17:00:00,01:25:00,33,P0091,Team11
2023-10-12,17:00:00,01:24:00,33,P0009,Team11
2023-10-12,17:00:00,02:27:00,33,P0082,Team11
2023-10-12,17:00:00,02:03:00,33,P0071,Team11
2023-10-12,17:00:00,01:02:00,33,P0161,Team19
2025-02-07,10:00:00,01:26:00,20,P0197,Team13
2025-02-07,10:00:00,02:35:00,20,P0152,Team13
2025-02-07,10:00:00,02:58:00,20,P0246,Team13
2025-02-07,10:00:00,01:07:00,20,P0049,Team10
2025-02-07,10:00:00,01:42:00,20,P0154,Team10
2025-02-07,10:00:00,02:15:00,20,P0154,Team10
2025-02-07,10:00:00,02:52:00,20,P0216,Team10
2025-02-07,10:00:00,01:27:00,20,P0193,Team10
2023-04-03,11:00:00,01:43:00,39,P0271,Team24
2023-04-03,11:00:00,01:47:00,39,P0018,Team24
2023-04-03,11:00:00,02:41:00,39,P0024,Team24
2023-04-03,11:00:00,01:18:00,39,P0138,Team24
2023-04-03,11:00:00,01:23:00,39,P0259,Team5
2023-04-03,11:00:00,01:52:00,39,P0283,Team5
2023-04-03,11:00:00,02:12:00,39,P0183,Team5
2024-11-06,12:00:00,02:15:00,21,P0158,Team14
2024-11-06,12:00:00,02:32:00,21,P0001,Team14
2024-11-06,12:00:00,02:23:00,21,P0001,Team14
2024-11-06,12:00:00,01:34:00,21,P0070,Team14
2024-11-06,12:00:00,01:52:00,21,P0335,Team15
2024-11-06,12:00:00,01:43:00,21,P0066,Team15
2024-11-06,12:00:00,01:37:00,21,P0253,Team15
2025-03-13,13:00:00,02:40:00,29,P0078,Team23
2025-03-13,13:00:00,02:57:00,29,P0078,Team23
2025-03-13,13:00:00,02:56:00,29,P0092,Team7
2025-03-13,13:00:00,02:60:00,29,P0191,Team7
2025-03-13,13:00:00,01:45:00,29,P0191,Team7
2025-03-13,13:00:00,02:54:00,29,P0136,Team7
2025-03-13,13:00:00,01:39:00,29,P0203,Team7
2024-03-24,14:00:00,02:34:00,48,P0093,Team23
2024-03-24,14:00:00,01:35:00,48,P0026,Team23
2024-03-24,14:00:00,01:36:00,48,P0204,Team23
2024-03-24,14:00:00,02:54:00,48,P0036,Team10
2023-12-27,15:00:00,02:52:00,14,P0266,Team5
2023-12-27,15:00:00,01:12:00,14,P0067,Team5
2023-12-27,15:00:00,01:60:00,14,P0081,Team5
2023-12-27,15:00:00,02:08:00,14,P0259,Team5
2024-09-25,16:00:00,01:43:00,12,P0030,Team10
2024-09-25,16:00:00,01:55:00,12,P0205,Team10
2024-09-25,16:00:00,02:36:00,12,P0175,Team10
2024-09-25,16:00:00,02:20:00,12,P0211,Team7
2024-09-25,16:00:00,01:05:00,12,P0117,Team7
2024-09-25,16:00:00,02:59:00,12,P0191,Team7
2024-09-25,16:00:00,02:47:00,12,P0276,Team7
2024-09-25,16:00:00,02:38:00,12,P0156,Team7
2021-07-25,17:00:00,02:39:00,21,P0063,Team18
2021-07-25,17:00:00,01:32:00,21,P0063,Team18
2021-07-25,17:00:00,01:40:00,21,P0260,Team18
2021-07-25,17:00:00,02:59:00,21,P0218,Team18
2021-07-25,17:00:00,01:51:00,21,P0269,Team16
2021-07-25,17:00:00,02:13:00,21,P0035,Team16
2020-12-06,10:00:00,02:12:00,28,P0244,Team16
2020-12-06,10:00:00,02:08:00,28,P0244,Team16
2020-12-06,10:00:00,02:48:00,28,P0062,Team16
2022-05-31,11:00:00,02:59:00,29,P0185,Team2
2022-05-31,11:00:00,02:17:00,29,P0083,Team2
2025-04-15,12:00:00,01:29:00,12,P0350,Team1
2025-04-15,12:00:00,02:34:00,12,P0245,Team1
2025-04-15,12:00:00,02:44:00,12,P0298,Team1
2025-04-15,12:00:00,01:33:00,12,P0239,Team1
2025-04-15,12:00:00,02:11:00,12,P0184,Team1
2025-04-15,12:00:00,01:02:00,12,P0315,Team24
2025-04-15,12:00:00,02:28:00,12,P0126,Team24
2025-04-15,12:00:00,02:23:00,12,P0114,Team24
2025-04-15,12:00:00,02:24:00,12,P0271,Team24
2025-04-15,12:00:00,02:36:00,12,P0226,Team24
2023-04-19,13:00:00,01:44:00,27,P0013,Team19
2023-04-19,13:00:00,02:15:00,27,P0170,Team19
2024-03-21,14:00:00,02:27:00,26,P0200,Team1
2024-03-21,14:00:00,02:17:00,26,P0298,Team1
2025-11-01,15:00:00,02:39:00,17,P0158,Team14
2025-11-01,15:00:00,01:03:00,17,P0252,Team24
2025-11-01,15:00:00,01:11:00,17,P0138,Team24
2025-11-01,15:00:00,01:21:00,17,P0024,Team24
2025-11-01,15:00:00,02:43:00,17,P0100,Team24
2025-11-01,15:00:00,02:57:00,17,P0138,Team24
2024-08-10,16:00:00,02:23:00,29,P0315,Team24
2024-08-10,16:00:00,02:20:00,29,P0100,Team24
2024-08-10,16:00:00,01:42:00,29,P0271,Team24
2021-11-02,17:00:00,01:19:00,16,P0270,Team7
2021-11-02,17:00:00,02:14:00,16,P0211,Team7
2021-11-02,17:00:00,01:36:00,16,P0203,Team7
2021-11-02,17:00:00,02:40:00,16,P0270,Team7
2021-07-19,10:00:00,01:46:00,38,P0216,Team10
2021-07-19,10:00:00,02:40:00,38,P0198,Team10
2021-07-19,10:00:00,01:38:00,38,P0329,Team10
2021-07-19,10:00:00,02:17:00,38,P0337,Team10
2021-07-19,10:00:00,01:29:00,38,P0175,Team10
2022-07-25,11:00:00,02:01:00,41,P0342,Team21
2022-07-25,11:00:00,02:04:00,41,P0056,Team21
2022-07-25,11:00:00,01:31:00,41,P0174,Team21
2022-07-25,11:00:00,02:11:00,41,P0058,Team21
2022-07-25,11:00:00,01:10:00,41,P0321,Team21
2023-11-03,12:00:00,01:07:00,32,P0194,Team1
2023-11-03,12:00:00,01:58:00,32,P0332,Team1
2023-11-03,12:00:00,01:15:00,32,P0073,Team4
2023-11-03,12:00:00,01:51:00,32,P0242,Team4
2023-11-03,12:00:00,01:41:00,32,P0039,Team4
2023-11-03,12:00:00,01:60:00,32,P0186,Team4
2023-11-03,12:00:00,01:39:00,32,P0073,Team4
2023-10-22,13:00:00,02:10:00,45,P0128,Team8
2023-10-22,13:00:00,01:46:00,45,P0131,Team22
2023-08-08,14:00:00,02:31:00,44,P0216,Team10
2023-08-08,14:00:00,02:27:00,44,P0216,Team10
2023-08-08,14:00:00,01:24:00,44,P0216,Team10
2023-08-08,14:00:00,02:41:00,44,P0223,Team15
2023-08-08,14:00:00,01:14:00,44,P0253,Team15
2023-08-08,14:00:00,02:36:00,44,P0145,Team15
2023-08-08,14:00:00,02:59:00,44,P0189,Team15
2023-06-07,15:00:00,02:33:00,22,P0042,Team10
2022-12-24,16:00:00,02:59:00,51,P0085,Team21
2022-12-24,16:00:00,01:23:00,51,P0196,Team3
2022-12-24,16:00:00,02:08:00,51,P0123,Team3
2022-12-24,16:00:00,01:42:00,51,P0285,Team3
2022-12-24,16:00:00,01:24:00,51,P0118,Team3
2022-10-18,17:00:00,01:41:00,12,P0308,Team6
2022-10-18,17:00:00,02:56:00,12,P0251,Team6
2022-10-18,17:00:00,02:31:00,12,P0075,Team7
2022-09-01,10:00:00,02:60:00,7,P0301,Team22
2023-05-11,11:00:00,02:23:00,15,P0032,Team9
2023-05-11,11:00:00,01:11:00,15,P0061,Team9
2023-05-11,11:00:00,02:34:00,15,P0297,Team9
2023-05-11,11:00:00,01:54:00,15,P0227,Team9
2023-05-11,11:00:00,01:53:00,15,P0221,Team9
2023-05-11,11:00:00,02:44:00,15,P0093,Team23
2023-05-11,11:00:00,02:02:00,15,P0288,Team23
2023-05-11,11:00:00,02:18:00,15,P0201,Team23
2023-05-11,11:00:00,02:41:00,15,P0288,Team23
2020-12-27,12:00:00,02:04:00,3,P0154,Team10
2020-12-27,12:00:00,01:46:00,3,P0193,Team10
2020-12-27,12:00:00,02:41:00,3,P0036,Team10
2020-12-27,12:00:00,02:01:00,3,P0086,Team10
2020-12-27,12:00:00,01:20:00,3,P0087,Team17
2020-12-27,12:00:00,02:45:00,3,P0040,Team17
2020-12-27,12:00:00,01:36:00,3,P0031,Team17
2020-12-27,12:00:00,02:33:00,3,P0307,Team17
2020-12-27,12:00:00,02:48:00,3,P0031,Team17
2021-02-23,13:00:00,01:58:00,26,P0115,Team21
2021-02-23,13:00:00,02:18:00,26,P0041,Team21
2021-02-23,13:00:00,01:24:00,26,P0058,Team21
2021-02-23,13:00:00,02:26:00,26,P0321,Team21
2024-04-26,14:00:00,01:34:00,25,P0134,Team18
2024-04-26,14:00:00,02:28:00,25,P0208,Team18
2024-04-26,14:00:00,01:27:00,25,P0109,Team18
2024-04-26,14:00:00,02:41:00,25,P0269,Team16
2025-11-15,15:00:00,02:06:00,25,P0213,Team13
2025-11-15,15:00:00,02:27:00,25,P0316,Team13
2025-11-15,15:00:00,01:22:00,25,P0122,Team13
2025-11-15,15:00:00,02:58:00,25,P0198,Team10
2025-11-15,15:00:00,01:45:00,25,P0337,Team10
2025-11-15,15:00:00,02:03:00,25,P0154,Team10
2025-11-15,15:00:00,02:35:00,25,P0329,Team10
2023-09-19,16:00:00,02:01:00,25,P0237,Team14
2023-09-19,16:00:00,02:32:00,25,P0001,Team14
2023-09-19,16:00:00,02:37:00,25,P0174,Team21
2023-09-19,16:00:00,01:19:00,25,P0148,Team21
2023-09-19,16:00:00,02:53:00,25,P0022,Team21
2023-09-19,16:00:00,02:02:00,25,P0056,Team21
2025-06-30,17:00:00,01:45:00,14,P0018,Team24
2025-06-30,17:00:00,02:27:00,14,P0011,Team24
2025-06-30,17:00:00,01:46:00,14,P0027,Team25
2025-06-30,17:00:00,01:10:00,14,P0053,Team25
2025-06-30,17:00:00,02:28:00,14,P0238,Team25
2022-07-16,10:00:00,02:54:00,31,P0140,Team19
2022-07-16,10:00:00,01:25:00,31,P0025,Team19
2022-07-16,10:00:00,02:49:00,31,P0013,Team19
2022-07-16,10:00:00,01:42:00,31,P0262,Team19
2022-07-16,10:00:00,01:04:00,31,P0161,Team19
2022-07-16,10:00:00,02:21:00,31,P0044,Team20
2025-06-08,11:00:00,02:03:00,51,P0201,Team23
2025-06-08,11:00:00,02:42:00,51,P0139,Team23
2025-06-08,11:00:00,02:37:00,51,P0179,Team5
2025-06-08,11:00:00,01:02:00,51,P0102,Team5
2025-06-08,11:00:00,02:20:00,51,P0179,Team5
2025-06-08,11:00:00,02:39:00,51,P0183,Team5
2022-04-25,12:00:00,02:22:00,38,P0243,Team22
2022-04-25,12:00:00,01:19:00,38,P0243,Team22
2022-04-25,12:00:00,02:24:00,38,P0231,Team22
2022-04-25,12:00:00,01:41:00,38,P0131,Team22
2022-04-25,12:00:00,01:38:00,38,P0281,Team22
2022-04-25,12:00:00,02:17:00,38,P0326,Team13
2022-04-25,12:00:00,02:25:00,38,P0152,Team13
2022-04-25,12:00:00,01:08:00,38,P0122,Team13
2022-04-25,12:00:00,02:40:00,38,P0326,Team13
2022-04-25,12:00:00,01:11:00,38,P0246,Team13
2024-10-25,13:00:00,02:13:00,51,P0179,Team5
2024-10-25,13:00:00,02:55:00,51,P0021,Team5
2024-10-25,13:00:00,02:53:00,51,P0218,Team18
2024-10-25,13:00:00,01:50:00,51,P0212,Team18
2024-10-25,13:00:00,02:43:00,51,P0096,Team18
2024-10-25,13:00:00,02:48:00,51,P0218,Team18
2024-03-08,14:00:00,01:04:00,19,P0081,Team5
2024-03-08,14:00:00,01:26:00,19,P0034,Team5
2024-03-08,14:00:00,01:27:00,19,P0119,Team6
2024-03-08,14:00:00,01:41:00,19,P0328,Team6
2024-03-08,14:00:00,01:16:00,19,P0308,Team6
2024-03-08,14:00:00,01:40:00,19,P0251,Team6
2024-03-08,14:00:00,01:36:00,19,P0308,Team6
2022-04-03,15:00:00,02:22:00,48,P0143,Team16
2022-04-03,15:00:00,01:49:00,48,P0317,Team3
2022-04-03,15:00:00,01:44:00,48,P0046,Team3
2022-04-03,15:00:00,02:31:00,48,P0123,Team3
2021-10-21,16:00:00,02:24:00,39,P0276,Team7
2021-10-21,16:00:00,02:49:00,39,P0075,Team7
2021-10-21,16:00:00,02:31:00,39,P0127,Team7
2021-10-21,16:00:00,02:18:00,39,P0329,Team10
2021-10-21,16:00:00,02:29:00,39,P0086,Team10
2021-10-21,16:00:00,01:35:00,39,P0193,Team10
2021-10-21,16:00:00,01:33:00,39,P0154,Team10
2022-10-04,17:00:00,02:03:00,48,P0034,Team5
2022-10-04,17:00:00,01:40:00,48,P0259,Team5
2022-10-04,17:00:00,01:38:00,48,P0333,Team5
2022-10-04,17:00:00,02:41:00,48,P0067,Team5
2022-10-04,17:00:00,02:59:00,48,P0283,Team5
2022-10-04,17:00:00,01:30:00,48,P0035,Team16
2022-10-04,17:00:00,02:17:00,48,P0006,Team16
2022-10-04,17:00:00,02:09:00,48,P0062,Team16
2022-10-04,17:00:00,02:60:00,48,P0062,Team16
2024-06-26,10:00:00,02:32:00,20,P0170,Team19
2024-06-26,10:00:00,01:38:00,20,P0311,Team19
2024-06-26,10:00:00,01:10:00,20,P0004,Team19
2024-06-26,10:00:00,02:39:00,20,P0013,Team19
2024-06-26,10:00:00,01:46:00,20,P0108,Team17
2024-06-26,10:00:00,02:56:00,20,P0087,Team17
2024-06-26,10:00:00,01:24:00,20,P0033,Team17
2024-06-26,10:00:00,02:27:00,20,P0043,Team17
2023-02-08,11:00:00,02:15:00,29,P0197,Team13
2023-02-08,11:00:00,01:51:00,29,P0213,Team13
2023-02-08,11:00:00,01:46:00,29,P0122,Team13
2023-02-08,11:00:00,02:08:00,29,P0284,Team13
2023-02-08,11:00:00,02:02:00,29,P0122,Team13
2023-02-08,11:00:00,02:52:00,29,P0099,Team6
2022-09-27,12:00:00,02:43:00,35,P0236,Team16
2022-09-27,12:00:00,02:14:00,35,P0052,Team16
2022-09-27,12:00:00,01:13:00,35,P0155,Team16
2021-07-03,13:00:00,01:51:00,10,P0279,Team8
2021-07-03,13:00:00,01:04:00,10,P0121,Team3
2021-07-03,13:00:00,01:58:00,10,P0199,Team3
2021-02-01,14:00:00,01:15:00,22,P0272,Team14
2021-02-01,14:00:00,01:52:00,22,P0060,Team14
2021-02-01,14:00:00,01:24:00,22,P0151,Team1
2021-02-01,14:00:00,01:28:00,22,P0239,Team1
2021-02-01,14:00:00,02:05:00,22,P0010,Team1
2021-02-01,14:00:00,02:47:00,22,P0184,Team1
2021-02-01,14:00:00,01:55:00,22,P0184,Team1
2021-07-01,15:00:00,02:10:00,11,P0007,Team12
2021-07-01,15:00:00,02:31:00,11,P0029,Team12
2021-07-01,15:00:00,02:48:00,11,P0080,Team12
2021-07-01,15:00:00,02:03:00,11,P0080,Team12
2021-07-01,15:00:00,02:51:00,11,P0341,Team12
2021-07-01,15:00:00,02:32:00,11,P0044,Team20
2021-07-01,15:00:00,02:45:00,11,P0017,Team20
2021-07-01,15:00:00,01:24:00,11,P0220,Team20
2022-01-11,16:00:00,01:40:00,17,P0152,Team13
2022-01-11,16:00:00,02:13:00,17,P0152,Team13
2022-01-11,16:00:00,02:11:00,17,P0284,Team13
2022-01-11,16:00:00,01:59:00,17,P0040,Team17
2022-01-11,16:00:00,01:05:00,17,P0293,Team17
2022-01-11,16:00:00,01:58:00,17,P0033,Team17
2022-01-11,16:00:00,02:51:00,17,P0033,Team17
2022-01-11,16:00:00,01:12:00,17,P0023,Team17
2021-09-22,17:00:00,01:31:00,5,P0098,Team25
2021-09-22,17:00:00,02:15:00,5,P0027,Team25
2021-09-22,17:00:00,01:11:00,5,P0344,Team25
2021-09-22,17:00:00,01:06:00,5,P0290,Team25
2021-09-22,17:00:00,01:55:00,5,P0098,Team25
2021-09-22,17:00:00,02:40:00,5,P0300,Team2
2025-11-01,10:00:00,01:11:00,12,P0240,Team6
2025-11-01,10:00:00,01:16:00,12,P0336,Team6
2025-11-01,10:00:00,02:59:00,12,P0308,Team6
2025-11-01,10:00:00,01:53:00,12,P0328,Team6
2025-11-01,10:00:00,02:07:00,12,P0347,Team6
2025-11-01,10:00:00,01:41:00,12,P0106,Team23
2025-11-01,10:00:00,02:05:00,12,P0078,Team23
2023-12-22,11:00:00,02:44:00,22,P0156,Team7
2023-12-22,11:00:00,02:13:00,22,P0177,Team7
2023-12-22,11:00:00,02:38:00,22,P0127,Team7
2023-12-22,11:00:00,02:41:00,22,P0165,Team6
2023-12-22,11:00:00,01:54:00,22,P0328,Team6
2023-07-02,12:00:00,01:18:00,30,P0260,Team18
2024-01-01,13:00:00,02:43:00,45,P0299,Team20
2024-01-01,13:00:00,01:14:00,45,P0048,Team20
2024-01-01,13:00:00,01:01:00,45,P0190,Team20
2024-01-01,13:00:00,01:07:00,45,P0310,Team20
2024-01-01,13:00:00,01:53:00,45,P0150,Team1
2024-01-01,13:00:00,01:48:00,45,P0184,Team1
2024-01-01,13:00:00,01:03:00,45,P0239,Team1
2023-05-18,14:00:00,01:17:00,18,P0229,Team3
2023-05-18,14:00:00,01:01:00,18,P0199,Team3
2023-05-18,14:00:00,01:22:00,18,P0318,Team15
2021-01-22,15:00:00,01:57:00,12,P0203,Team7
2021-01-22,15:00:00,01:47:00,12,P0075,Team7
2021-01-22,15:00:00,01:19:00,12,P0191,Team7
2021-01-22,15:00:00,01:39:00,12,P0298,Team1
2025-07-20,16:00:00,01:07:00,43,P0050,Team19
2025-07-20,16:00:00,01:45:00,43,P0013,Team19
2025-07-20,16:00:00,01:29:00,43,P0161,Team19
2025-07-20,16:00:00,01:11:00,43,P0132,Team19
2025-07-20,16:00:00,01:26:00,43,P0030,Team10
2022-07-06,17:00:00,01:60:00,16,P0300,Team2
2022-07-06,17:00:00,02:10:00,16,P0115,Team21
2024-04-18,10:00:00,01:56:00,25,P0173,Team8
2024-04-18,10:00:00,02:43:00,25,P0036,Team10
2024-04-18,10:00:00,02:53:00,25,P0042,Team10
2021-03-01,11:00:00,01:32:00,43,P0037,Team25
2021-03-01,11:00:00,01:02:00,43,P0105,Team25
2021-03-01,11:00:00,01:20:00,43,P0348,Team25
2021-03-01,11:00:00,02:13:00,43,P0214,Team22
2021-03-01,11:00:00,02:16:00,43,P0322,Team22
2021-03-01,11:00:00,02:17:00,43,P0231,Team22
2022-02-20,13:00:00,02:14:00,18,P0321,Team21
2022-02-20,13:00:00,02:22:00,18,P0147,Team14
2022-10-17,14:00:00,01:42:00,10,P0193,Team10
2022-10-17,14:00:00,01:24:00,10,P0216,Team10
2022-10-17,14:00:00,01:41:00,10,P0030,Team10
2022-10-17,14:00:00,01:20:00,10,P0198,Team10
2022-10-17,14:00:00,01:22:00,10,P0042,Team10
2022-03-14,15:00:00,01:37:00,7,P0152,Team13
2022-03-14,15:00:00,01:49:00,7,P0227,Team9
2021-01-23,16:00:00,01:38:00,5,P0238,Team25
2021-01-23,16:00:00,01:43:00,5,P0146,Team25
2021-01-23,16:00:00,02:14:00,5,P0313,Team25
2021-01-23,16:00:00,01:28:00,5,P0037,Team25
2024-06-13,10:00:00,01:45:00,20,P0318,Team15
2024-06-13,10:00:00,01:43:00,20,P0169,Team15
2024-06-13,10:00:00,01:51:00,20,P0318,Team15
2024-06-13,10:00:00,02:17:00,20,P0182,Team15
2024-06-13,10:00:00,02:10:00,20,P0105,Team25
2024-06-13,10:00:00,02:23:00,20,P0312,Team25
2022-04-25,11:00:00,02:57:00,38,P0081,Team5
2022-04-25,11:00:00,02:21:00,38,P0081,Team5
2021-08-19,12:00:00,01:18:00,36,P0080,Team12
2021-08-19,12:00:00,01:12:00,36,P0330,Team12
2021-08-19,12:00:00,02:10:00,36,P0209,Team2
2021-08-19,12:00:00,01:52:00,36,P0241,Team2
2021-08-19,12:00:00,01:19:00,36,P0185,Team2
2021-08-19,12:00:00,01:14:00,36,P0300,Team2
2024-09-24,13:00:00,01:55:00,29,P0171,Team19
2024-09-24,13:00:00,02:43:00,29,P0161,Team19
2022-01-16,14:00:00,01:34:00,7,P0176,Team12
2022-01-16,14:00:00,02:60:00,7,P0176,Team12
2022-01-16,14:00:00,02:09:00,7,P0080,Team12
2022-01-16,14:00:00,01:42:00,7,P0341,Team12
2022-01-16,14:00:00,02:32:00,7,P0078,Team23
2022-01-16,14:00:00,01:04:00,7,P0345,Team23
2022-01-16,14:00:00,02:57:00,7,P0204,Team23
2021-04-12,15:00:00,01:53:00,6,P0055,Team11
2021-04-12,15:00:00,01:35:00,6,P0089,Team11
2021-04-12,15:00:00,02:21:00,6,P0184,Team1
2021-07-05,16:00:00,01:31:00,36,P0032,Team9
2021-07-05,16:00:00,02:53:00,36,P0015,Team9
2021-07-05,16:00:00,02:27:00,36,P0192,Team9
2021-07-05,16:00:00,01:45:00,36,P0183,Team5
2021-07-05,16:00:00,02:52:00,36,P0021,Team5
2025-04-01,17:00:00,02:56:00,2,P0010,Team1
2025-04-01,17:00:00,01:43:00,2,P0152,Team13
2025-04-01,17:00:00,02:52:00,2,P0197,Team13
2025-04-01,17:00:00,01:49:00,2,P0122,Team13
2025-09-24,10:00:00,02:20:00,27,P0252,Team24
2025-09-24,10:00:00,01:17:00,27,P0324,Team18
2025-09-24,10:00:00,01:25:00,27,P0096,Team18
2023-06-14,11:00:00,01:37:00,22,P0099,Team6
2023-06-14,11:00:00,02:19:00,22,P0165,Team6
2023-06-14,11:00:00,02:24:00,22,P0328,Team6
2023-06-14,11:00:00,01:56:00,22,P0199,Team3
2023-06-14,11:00:00,01:52:00,22,P0285,Team3
2023-06-14,11:00:00,02:60:00,22,P0285,Team3
2023-06-14,11:00:00,02:44:00,22,P0046,Team3
2023-06-14,11:00:00,01:48:00,22,P0196,Team3
2023-02-05,12:00:00,01:09:00,38,P0099,Team6
2023-10-14,13:00:00,01:42:00,49,P0209,Team2
2023-10-14,13:00:00,02:20:00,49,P0233,Team2
2023-10-14,13:00:00,01:58:00,49,P0101,Team2
2023-10-14,13:00:00,02:31:00,49,P0120,Team2
2023-10-14,13:00:00,02:46:00,49,P0241,Team2
2022-10-03,14:00:00,02:59:00,49,P0016,Team8
2022-10-03,14:00:00,02:36:00,49,P0016,Team8
2022-10-03,14:00:00,01:58:00,49,P0279,Team8
2022-10-03,14:00:00,01:16:00,49,P0304,Team8
2022-10-03,14:00:00,01:04:00,49,P0223,Team15
2022-10-03,14:00:00,02:09:00,49,P0169,Team15
2022-10-03,14:00:00,02:34:00,49,P0318,Team15
2021-02-06,15:00:00,01:59:00,15,P0032,Team9
2021-02-06,15:00:00,02:36:00,15,P0015,Team9
2021-02-06,15:00:00,01:60:00,15,P0111,Team9
